Country Name,Country Code,Year,"average_value_Adjusted net savings, excluding particulate emission damage (% of GNI)","average_value_Adjusted net savings, excluding particulate emission damage (current US$)",average_value_Adjusted savings: carbon dioxide damage (% of GNI),average_value_Adjusted savings: carbon dioxide damage (current US$),average_value_Adjusted savings: consumption of fixed capital (% of GNI),average_value_Adjusted savings: consumption of fixed capital (current US$),average_value_Adjusted savings: education expenditure (% of GNI),average_value_Adjusted savings: education expenditure (current US$),average_value_Adjusted savings: energy depletion (% of GNI),average_value_Adjusted savings: energy depletion (current US$),average_value_Adjusted savings: gross savings (% of GNI),average_value_Adjusted savings: mineral depletion (% of GNI),average_value_Adjusted savings: mineral depletion (current US$),average_value_Adjusted savings: net forest depletion (% of GNI),average_value_Adjusted savings: net forest depletion (current US$),average_value_Adjusted savings: net national savings (% of GNI),average_value_Adjusted savings: net national savings (current US$),average_value_Agricultural methane emissions (% of total),average_value_Agricultural nitrous oxide emissions (% of total),average_value_Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),average_value_Aquaculture production (metric tons),"average_value_Bird species, threatened",average_value_Capture fisheries production (metric tons),average_value_Coal rents (% of GDP),average_value_Energy related methane emissions (% of total),"average_value_Fish species, threatened",average_value_Forest rents (% of GDP),"average_value_Mammal species, threatened",average_value_Marine protected areas (% of territorial waters),average_value_Methane emissions (% change from 1990),average_value_Methane emissions (kt of CO2 equivalent),average_value_Methane emissions in energy sector (thousand metric tons of CO2 equivalent),average_value_Mineral rents (% of GDP),average_value_Natural gas rents (% of GDP),average_value_Nitrous oxide emissions (% change from 1990),average_value_Nitrous oxide emissions (thousand metric tons of CO2 equivalent),average_value_Nitrous oxide emissions in energy sector (% of total),average_value_Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent),average_value_Oil rents (% of GDP),average_value_People practicing open defecation (% of population),average_value_People using at least basic drinking water services (% of population),average_value_People using at least basic sanitation services (% of population),"average_value_Plant species (higher), threatened",average_value_Population living in areas where elevation is below 5 meters (% of total population),average_value_Rural population living in areas where elevation is below 5 meters (% of total population),average_value_Terrestrial and marine protected areas (% of total territorial area),average_value_Terrestrial protected areas (% of total land area),average_value_Total fisheries production (metric tons),average_value_Total natural resources rents (% of GDP),average_value_Urban population living in areas where elevation is below 5 meters (% of total population)
India,IND,2016,19.30107276,4.34274E+11,3.843412354,86476777955,10.56087071,2.3762E+11,3.08,69300000000,0.344252564,7745682700,31.5,0.19370853,4358441914,0.258905309,5825369445,20.86135151,4.6938E+11,,,212620,5702002,,5196945,0.804135881,,,0.300120561,,0.170691586,,657690,99590,0.35669715,0.034474522,,245150,,15620,0.234217169,26.3382637,88.61740577,59.58787271,,,,3.479305985,5.97,10898947,1.729645283,
Luxembourg,LUX,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,99.87993254,97.59134711,,,,,,,,
Malawi,MWI,2011,-2.353480098,-185689579.7,0.441845189,34861585.38,13.35837616,1053975879,4.91,387399000,0.048249014,3806847.184,10.4,0,0,3.795237875,299444268.4,-2.97814802,-234975878.8,,,2670,2833,,86015,0.067301554,,,5.795510403,,,13.26699531,7730,5440,0,0,10.92292707,3230,,380,0,9.213833138,62.95750129,24.08195373,,,,,,88848,5.862811958,
Russian Federation,RUS,2012,10.20605129,2.18474E+11,2.622019915,56127744897,10.33518021,2.21238E+11,3.555856308,76117726890,8.14963047,1.74453E+11,28.10530044,0.348345265,7456783246,0,0,17.77019064,3.80394E+11,,,40170,146455,,4343101,0.438143715,,,0.23089633,,,-12.65267562,824270,667820,0.831684465,3.729128407,-59.43553474,53090,,5120,10.34237921,0,96.25412177,87.31515681,,,,,,4489556,15.57223212,
Latin America & the Caribbean (IDA & IBRD countries),TLA,2011,11.14315253,,0.882388451,,10.59814648,,5.007127396,,2.659732459,,21.26486345,0.967627961,,0.020942955,,10.66671696,,,,319410,2198568.672,,17371535.63,0.124530301,,,0.309367878,,,30.04996435,990270,142360,1.99042057,0.200631152,25.31713948,351000,,17450,4.062148749,4.889818083,94.70276763,82.70907659,,,,,,19570104.44,6.68709865,
Trinidad and Tobago,TTO,2010,,,6.492104927,1368434986,16.06545238,3386348087,2.87,604951468.7,11.03231335,2325440476,,0,0,0,0,,,,,180,13.5,,13930,0,,,0.026449131,,,377.3060222,1150,80,0,6.440711739,-52.41921169,360,,30,7.149413435,0.134893064,95.77916246,92.57615753,,2.907216261,0.912140998,,,13943.5,13.6165743,1.995075263
Tanzania,TZA,2014,19.12575599,9398405939,0.791774069,389078168.7,10.91508548,5363678395,3.73,1832923842,0.155234993,76282552.18,28.20656775,0.948717223,466200112.1,0,0,17.29148228,8497042930,,,21800,10317.2002,,343299,0.014815064,,,3.677181595,,,,57500,20800,1.244766724,0.1860801,,29030,,4050,0,10.98047412,51.13105973,24.3078461,,,,,,353616.1875,5.122843483,
Uganda,UGA,2011,-3.201934464,-878647962.8,0.463162828,127097253.3,13.24832674,3635494553,2.5,686029002.6,0,0,16.84855151,0.0001627,44646.8878,8.838833706,2425478509,3.60022477,987943443.4,,,10100,85712.70313,,437415,0,,,9.194013259,,,71.10090477,26650,11360,0.000890615,0,84.84067418,12890,,2460,0,8.824331047,41.69614318,18.5172692,,,,,,523127.6875,9.194903874,
World,WLD,2010,10.22463772,,1.378230654,,15.71513197,,4.25248244,,1.387532554,,24.81575144,0.325433774,,0.037267209,,9.100619466,,,,2140800,78020019.87,,88855994,0.553317732,,,0.177294973,,,17.20672787,7704390,2993520,0.609444737,0.246967805,4.466382457,2741480,,267820,2.121938525,13.95995466,86.17075251,67.06135722,,4.964302945,2.15556827,,,166876013.9,3.708963772,2.808734675
Angola,AGO,2019,-6.134863051,-4987643660,1.725949651,1403197066,12.29667128,9997193749,3.57,2902410000,21.14349673,17189662845,25.5,0,0,0,0,13.16458333,10702806251,,,,,,,0,,,0.380884874,,,,,,0,0.723079458,,,,,25.09030304,18.31929539,56.88303903,51.39362406,,,,,,,26.19426737,
Andorra,AND,2015,,,,16201374.91,,269090634.8,2.44,,,,,,0,,,,,,,0,,,0,,,,0,,,,50,0,0,,,0,,0,,0,99.99999755,99.99999755,,,,,,0,0,
Bhutan,BTN,2017,24.29385353,544182319.1,2.394794826,53643404.11,8.730069493,195553556.7,7.030715777,157488033.4,0,0,30.5,0.010508386,235387.8571,2.078892311,46567187.76,21.74733328,487140265.4,,,100,222,,16,0,,,3.305611621,,,,870,370,0.054058487,0,,180,,70,0,1.048451385,97.23322488,72.62359917,,,,48.00785105,48.00785105,238,3.359670109,
China,CHN,2018,25.84359852,3.57156E+12,2.984143625,4.12406E+11,16.7336917,2.31258E+12,1.79,2.47376E+11,0.719562932,99442877658,44.62656005,0.135664779,18748736775,0,0,27.89296985,3.85478E+12,,,341510,66135060,96,14831310,0.577117159,,136,0.099895383,73,5.406831896,,1238630,739580,0.185060346,0.171450953,,538790,,47460,0.434241039,0.447021569,93.33588436,89.29564155,593,,,14.58764165,15.44904196,80966368,1.467764879,
Curacao,CUW,2015,,,7.058555763,222342941,,,5.018117877,158069600.2,0,0,,0,0,,,,,,,,,,30159,0,,,0,,,,,,0,,,,,,,0.272701409,99.49775185,98.95027512,,,,,,30159,0,
Europe & Central Asia (excluding high income),ECA,2016,7.780953477,,3.779963518,,14.48318724,,3.804433962,,2.238306249,,24.8515598,0.370843907,,0.002739365,,10.36837255,,,,153240,576572.8484,,5356186.7,0.225897143,,,0.229464592,,2.716315861,,1294680,937920,0.649027059,1.070586648,,191460,,13700,2.846777108,0.060225363,95.81713628,93.18954841,,,,6.917005308,8.544559852,5932759.549,5.021752549,
Isle of Man,IMN,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.075,,,,,,,,,
India,IND,2010,23.96105125,3.97753E+11,2.957649947,49096989127,10.64225261,1.76661E+11,3.08,51128000000,0.949198538,15756695730,36.7,0.873224284,14495523115,0.323129389,5363947856,25.98425341,4.31339E+11,,,207300,3790021,,4715816,1.637103828,,,0.376556693,,,20.98017535,650140,104550,1.513156657,0.104213538,38.05301485,237170,,14440,0.811983564,43.87389884,85.68425222,42.41651879,,2.664960354,1.527055714,,,8505837,4.443014279,1.13790464
Luxembourg,LUX,2017,12.69696916,5256545234,0.791806708,327807977,18.87249739,7813213918,5.042343037,2087530017,0,0,27.3,0,0,0,0,8.446432834,3496823193,,,220,,,0,0,,,0.009819169,,,,550,50,0,0,,310,,70,0,0,99.88960587,97.60054273,,,,40.87274138,40.87274138,0,0.009819169,
Madagascar,MDG,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.37672605,53.38588491,12.31140011,,,,,,,,
Mali,MLI,2018,7.790589194,1290170482,0.940591769,155767902.3,5.103476089,845167681.5,3.798381344,629035797.9,0,0,16.03425593,4.321105081,715602130.6,1.676875142,277701051.4,10.93077984,1810205768,,,13240,3926,17,90386,0,,2,2.236625302,14,,,23290,1860,5.262919155,0,,13820,,420,0,6.342511519,79.30885105,42.04244608,12,,,8.231610055,8.231610055,94312,7.499544457,
New Zealand,NZL,2014,12.04285774,23220195296,0.604859274,1166247311,14.36294116,27693617731,7.37,14210318100,0.666863434,1285799393,20.35876898,0.051284747,98883659.83,0,0,5.995865196,11560807560,,,14320,109873.8516,,443107.1563,0.042039706,,,0.477934856,,,,33670,940,0.114283514,0.261439323,,14770,,260,0.433610582,0,100.0000027,100.0000027,,,,,,552981,1.32930798,
Papua New Guinea,PNG,2011,,,0.975786608,158789603.6,7.827434825,1273757257,6.9,1122835932,4.418033652,718945932.1,,6.906950244,1123966944,0,0,,,,,3460,1871,,202659.75,0,,,3.153403364,,,-12.47902574,7480,2660,9.726514688,0.069408922,-36.65558668,3660,,110,4.588024198,14.27392333,38.45982414,18.67508233,,,,,,204530.75,17.53735117,
Sub-Saharan Africa (excluding high income),SSA,2017,4.671332153,,2.021939542,,12.07020889,,3.430618468,,2.46787136,,19.79815665,0.430091814,,1.567331367,,7.727947769,,,,378090,620290.531,,8166182,0.508683093,,,3.380414749,,,,950690,295800,0.846623145,0.299672544,,515240,,62070,3.438135271,20.24641377,61.65511586,31.38614969,,,,14.68807294,16.44860609,8786472.508,8.473528802,
Tunisia,TUN,2012,-1.410465284,-608469917.7,1.944055745,838659024.1,17.01941725,7342118611,5.9,2545239896,4.31190339,1860140430,16.70166143,0.497978549,214826249.1,0.238771777,103005330.8,-0.317755825,-137078780,,,2470,8577,,108470,0,,,0.283929298,,,88.39931708,6430,1820,0.896416903,0.693332549,27.38542068,3430,,240,5.016305116,2.901516758,93.03060656,88.93386754,,,,,,117047,6.889983865,
Samoa,WSM,2012,,,0.83818883,6149862.48,11.31846766,83044556.45,4.24,31109239.32,0,0,,0,0,0,0,,,,,50,4.599999905,,11901,0,,,0.401122175,,,16.20442859,280,10,0,0,17.09371706,50,,0,0,0.093101515,90.6517962,95.77386334,,,,,,11905.59961,0.401122175,
Colombia,COL,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.585484929,97.49165711,93.68063058,,,,,,,,
Algeria,DZA,2018,21.81636026,37302921759,3.586550821,6132499788,8.963235457,15325877778,4.4671956,7638279069,11.4270917,19538727020,41.41207014,0.003919547,6701876.106,0.082025698,140252459.6,32.44875243,55482823833,,,5520,5100.120117,15,115255,0,,41,0.101309114,14,0.085483103,,49550,28920,0.03397716,2.715190245,,12110,,3300,15.62365219,0.415795117,94.03741308,86.30309248,22,,,7.105493117,7.495060028,120355.1172,18.47412871,
Italy,ITA,2015,3.555688621,64827670506,0.676483111,12333707735,18.24873997,3.32713E+11,3.897846092,71065919734,0.057134918,1041689539,18.64020819,0,0,0,0,0.391460558,7137148046,,,11490,148762.5938,,198768.9063,5.59522E-05,,,0.01165571,,,,45010,8010,0,0.023453433,,18080,,4630,0.046671378,0,99.91703407,99.8854609,,,,,,347531.5,0.081836473,
Uganda,UGA,2012,-5.970780176,-1595935256,0.475075162,126983271.6,16.46161961,4400041256,2.4,641498179.6,0,0,18.94233602,0.000399726,106843.0343,10.37602169,2773416262,2.480716406,663072941.1,,,10780,95906,,408043,0,,,10.6893367,,,72.79497313,28070,11970,0.001271534,0,86.67077987,13670,,2550,0,8.341924769,43.20641186,18.67010675,,,,,,503949,10.69060823,
Upper middle income,UMC,2016,18.04128857,,2.83418994,,15.61176631,,3.014792003,,0.922906787,,34.62662004,0.215221949,,0.01603849,,19.01485373,,,,823830,65813150.27,,34362136.95,0.305144738,,,0.247857614,,2.910460856,,3488760,1757470,0.354456971,0.25539117,,1085100,,84990,1.096436157,0.926675244,94.23000152,87.46027357,,,,11.36586441,14.73983013,100175289.4,2.259286649,
St. Vincent and the Grenadines,VCT,2010,,,0.939020113,6281546.873,15.22484565,101846148.2,5.178572337,34641904.29,0,0,,0,0,0,0,,,,,10,,,66370,0,,,0.03528671,,,31.49685247,70,0,0,0,1.032230554,10,,0,0,3.160419267,94.57567982,82.5116114,,3.710258969,3.05125047,,,66370,0.03528671,0.659008499
St. Vincent and the Grenadines,VCT,2015,,,1.037658222,7649413.108,16.82652599,124041852.8,5.178572337,38175420.65,0,0,,0,0,0,0,,,,,10,1.399999976,,26167,0,,,0.032552437,,,,70,0,0,0,,10,,0,0,3.358785211,95.1452199,87.1843449,,,,,,26168.40039,0.032552437,
Virgin Islands (U.S.),VIR,2014,,,,,,,9.3561772,,,0,,,0,,,,,,,,7.639999866,,484,0,,,0,,,,,,0,0,,,,,0,0,98.71827825,99.31675604,,,,,,491.6400146,0,
Samoa,WSM,2014,,,0.967338784,7033763.279,11.62308012,84514335.08,4.24,30830105.02,0,0,,0,0,0,0,,,,,50,5.561999798,,7501,0,,,0.541403562,,,,300,10,0,0,,60,,0,0,0.110267107,91.10040438,96.10013528,,,,,,7506.562012,0.541403562,
Benin,BEN,2014,8.647597161,1143497207,1.368066489,180903455.6,10.97674719,1451487565,4.55,601659882.3,0,0,18.6883219,0.001230009,162647.7024,2.244681051,296820777.3,7.711574711,1019724205,,,2130,1425,,47583,0,,,3.703019532,,,,5090,2160,0.001595767,0,,2510,,290,0,56.20629605,64.64679742,14.36549922,,,,,,49008,3.7046153,
Equatorial Guinea,GNQ,2013,,,1.658457374,248832667.3,21.57096209,3236477535,1,150038627,42.2045932,6332319216,,0.013271873,1991293.63,0,0,,,,,10,15,,6940,0,,,0.420994604,,,,14690,14500,0.011851108,5.022430203,,40,,20,29.45167728,2.876913968,63.67151512,66.04694428,,,,,,6955,34.90695319,
Hungary,HUN,2013,9.430283327,12447973992,1.035635816,1367039277,18.29189098,24145296089,4.1041249,5417444868,0.356083644,470030410.6,25.1,2.88712E-05,38110.00791,0,0,6.717906759,8867636922,,,4700,14918,,6472,0.023292867,,,0.119807226,,,,7460,1470,0.000517507,0.197335246,,5450,,310,0.17638387,0,99.96997604,97.99991146,,,,,,21390,0.517336716,
Hungary,HUN,2017,11.88213691,16278527571,1.249922147,1712393341,16.90855263,23164717103,4.378294372,5998263290,0.169077308,231635912.3,25.8,8.56864E-06,11739.03675,0,0,8.922850564,12224305273,,,4940,18257.5,,5607,0.013220807,,,0.111338352,,,,7140,1390,0.000150989,0.081731988,,5450,,330,0.090843718,0,100,97.99087585,,,,22.59755816,22.59755816,23864.5,0.297285855,
Isle of Man,IMN,2011,,,,,,,,,,,,0,0,,,,,,,,,,6844,,,,0,,,,,,0,,,,,,,,99.075,,,,,,,6844,0,
Kiribati,KIR,2016,27.4056338,87142459,0.74558252,2370749.558,4.118566882,13095922.11,6.1,19396340.32,0,0,26.1697832,0,0,0,0,22.05121633,70116868.24,,,0,3652,,172822,0,,,0.082690196,,11.81415422,,20,0,0,0,,10,,0,0,32.95298936,74.69890107,43.92770801,,,,11.81730456,22.37,176474,0.082690196,
Mauritius,MUS,2014,3.669108714,506194319.8,1.026828923,141662460.4,14.58055265,2011549263,4.77,658074506.2,0,0,14.50649029,0,0,0,0,-0.074062363,-10217726.05,,,140,777.5,,14755,0,,,0.001260224,,,,1830,20,0,0,,250,,30,0,0.130085497,99.86658686,95.506954,,,,,,15532.5,0.001260224,
New Zealand,NZL,2011,8.697566583,13992732095,0.583233656,938312138,14.87981828,23938800452,7.03,11309934300,0.953921518,1534678477,18.17343035,0.08893451,143078729.4,0,0,3.293656268,5298867140,,,14000,117266,,430621,0.246683654,,,0.548437836,,,6.058648434,33190,1100,0.233678372,0.229802991,10.35377176,14450,,280,0.777849676,0,100.0000028,100.0000028,,,,,,547887,2.036452529,
Peru,PER,2018,9.818295955,20729957347,1.097928106,2318121486,9.503620464,20065564103,3.256810305,6876299005,0.296763772,626575157.8,20.85436638,3.394551028,7167119259,0,0,11.35072856,23965474244,,,8020,103598.0781,119,7208409.5,0.003088471,,52,0.12791269,53,0.481531062,,31410,3010,5.229539936,0.250456449,,9360,,180,0.328325524,5.644225707,92.00718508,77.18766036,328,,,13.14116613,21.31417279,7312007.5,5.93932307,
El Salvador,SLV,2014,2.439922059,527023164.8,0.97919674,211506495.8,11.40942446,2464435684,3.7485358,809683732.8,0,0,12.1,0,0,1.049622169,226718388.4,0.720205168,155564316.2,,,1010,1663,,63211,0,,,1.054789901,,,,4180,550,0,0,,1240,,110,0,2.704180875,94.43129093,83.17240388,,,,,,64874,1.054789901,
San Marino,SMR,2014,,,,,,340198523.9,3.55096,,,,,,0,,,,,,,,,,0,,,,0,,,,,,0,,,,,,,0,100,100,,,,,,0,0,
Small states,SST,2011,18.39841476,,1.695797696,,14.13704397,,3.821810778,,11.39406948,,42.14105289,0.291511263,,0.046026494,,28.00400892,,,,24700,36394.89793,,3017039.46,0.023036645,,,0.368432047,,,61.20043371,97260,43940,0.429920161,3.975807119,-11.38829284,27960,,2350,16.42742337,10.67498981,85.69731716,68.47076356,,,,,,3053434.36,21.22461934,
Chad,TCD,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.07332241,46.18753479,12.06370114,,,,,,,,
Trinidad and Tobago,TTO,2015,,,6.528301443,1608161616,10.53502226,2595164847,2.87,706986936.4,5.024670205,1237761740,,0,0,0,0,,,,,200,23.79999924,,12141,0,,,0.058248807,,,,1250,80,0,4.325844704,,380,,30,2.078967774,0.038230679,98.13617765,93.57150636,,,,,,12164.7998,6.463061285,
Brazil,BRA,2010,12.56885252,2.69054E+11,0.559829543,11983935124,8.909616659,1.90723E+11,5.39,1.1538E+11,1.166388326,24968175053,18.36987134,0.555192989,11884683208,0,0,9.460263377,2.0251E+11,,,155440,411777,,786545,0.00905381,,,0.493004914,,,38.66734652,413330,15730,1.631335995,0.02408433,32.4252254,167390,,9520,1.50085265,4.03690021,96.51879691,81.85420444,,2.558210374,0.512386278,,,1198322,3.658331699,2.045824096
Dominica,DMA,2011,,,0.935806543,4589926.601,18.25902198,89556512.85,5,24523907.41,0,0,,0,0,0,0,,,,,10,6,,662,0,,,0.041230433,,,10.63827206,40,0,0,0,-14.75472303,20,,0,0,7.217920618,95.17615805,77.85506303,,,,,,668,0.041230433,
IBRD only,IBD,2017,17.90297975,,2.836538697,,14.31254463,,3.144110458,,1.288701511,,33.47232105,0.235727568,,0.03993936,,19.15977643,,,,1313560,99501294.51,,58935921.38,0.434510378,,,0.28567287,,7.212948717,,5182190,2193240,0.452565983,0.342850877,,1680020,,124860,1.673674526,8.239682371,92.58149139,80.31127503,,,,12.66370302,14.48354183,158437219.3,3.189274634,
Kuwait,KWT,2016,8.107181779,9906976134,2.901003214,3545025927,7.341597341,8971431950,3.19,3898180000,7.631810461,9326072383,22.7919942,0,0,0.000450801,550878.5843,15.45044625,18880445324,,,310,196.1599884,,5493,0,,,0.000592377,,1.479513778,,5870,3630,0,0.463033528,,710,,180,31.641264,0,100,100,,,,10.99827043,17.5,5689.160156,32.10488991,
"Macao SAR, China",MAC,2012,,,0.114115964,41796287.59,9.470600306,3468716560,1.96,717872599.2,0,0,64.24485211,0,0,,,54.77425181,20061701281,,,,,,1500,0,,,0.000636896,,,77.2391388,,,0,0,26.86094432,,,,0,0,100,100,,,,,,1500,0.000636896,
Madagascar,MDG,2015,3.020464711,330713785.7,1.155816277,126551512.2,11.20032296,1226334873,2.08,227741337.9,0.037821978,4141167.253,13.36534628,0,0,0,0,2.134102967,233665127.3,,,8110,22694.21094,,114905,0,,,8.544035848,,,,17280,2210,0,0,,8680,,360,0.071265882,41.72710813,48.89177354,10.3395749,,,,,,137599.2031,8.61530173,
Poland,POL,2014,9.169721577,47880984974,1.842752117,9622188166,11.94111126,62352184214,4.729122281,24693774066,0.137805721,719571863.8,18.47045136,0.108190383,564931232.8,0,0,6.529347517,34093902171,,,16730,40109.69141,,191598,0.214005525,,,0.182429276,,,,47090,22120,0.275293229,0.07732626,,20500,,2390,0.063582542,0,99.03951541,98.02982024,,,,,,231707.6875,0.812636832,
Post-demographic dividend,PST,2016,8.232217784,,0.860045948,,17.07286705,,4.426415117,,0.110443047,,21.89342271,0.044140939,,0.00012306,,4.820555659,,,,493060,6368745.138,,18767404.69,0.077392329,,,0.045090395,,24.23843245,,1370720,479140,0.093782186,0.039314891,,645010,,87830,0.098910488,0.00562105,99.33084015,99.2030762,,,,19.00635713,14.35442287,25136149.88,0.354490289,
El Salvador,SLV,2018,3.975768529,978039058.1,1.15239931,283490230.3,14.31070883,3520434371,3.558612319,875418630.4,0,0,16.5,0,0,0.664451101,163454970.8,2.234006621,549565628.8,,,980,8600,7,53697,0,,17,0.655778352,6,0.705446691,,3990,540,0,0,,1200,,110,0,0.893697725,97.58628003,82.78125746,33,,,2.151679258,8.776286672,62297,0.655778352,
San Marino,SMR,2019,,,,,,,3.55096,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,100,100,,,,,,,,
Sub-Saharan Africa (excluding high income),SSA,2016,4.183044913,,2.038806858,,12.01741309,,3.223445891,,1.416302069,,18.50118566,0.448802245,,1.620262381,,6.483772574,,,,377080,614862.4138,,7515518,0.383222143,,,3.525917148,,,,946210,293320,0.66490435,0.204216689,,512960,,61230,1.878795902,21.11586498,60.63462105,30.77716484,,,,14.16873393,16.11480643,8130380.383,6.657056232,
Tonga,TON,2016,,,1.090355597,4609790.807,9.009780172,38091428.07,2.93,12387414.8,0,0,,0,0,0,0,,,,,20,21.03000069,,1664,0,,,0.047117914,,1.505116498,,100,10,0,0,,50,,0,0,0.044518585,98.58597331,93.25737804,,,,1.521632616,15.92,1685.030029,0.047117914,
Bermuda,BMU,2017,,,0.324924606,24159050.99,4.981648782,370399485.7,1.615598957,120124290,0,0,38.88774368,0,0,,,33.88710113,2519600514,,,,,,384,0,,,0,,5.64207E-05,,,,0,0,,,,,0,0,99.90314002,99.90314002,,,,0.000390137,2.079919023,384,0,
Brazil,BRA,2013,12.97904194,3.16487E+11,0.667445112,16275315323,8.437543462,2.05745E+11,5.551782188,1.35377E+11,1.420867063,34647132906,18.40749162,0.454356569,11079257760,0,0,9.969928498,2.43112E+11,,,155300,477752,,792360,0.009235362,,,0.495613017,,,,411880,17240,1.369493336,0.05827154,,167970,,10110,1.854939449,2.761021379,97.30767638,84.37851825,,,,,,1270112,3.787552705,
Barbados,BRB,2016,-1.303770399,-60085095.22,0.994550362,45834491.45,10.77738202,496682564.2,4.971096313,229096162.5,0.115659043,5330221.21,5.612724716,0,0,0,0,-5.164657307,-238016545.1,,,30,25.5,,1736,0,,,0.014445349,,0.00594531,,2330,50,0,0.001221258,,50,,10,0.121477368,0.829545455,98.48444616,96.85555159,,,,0.009166204,1.35,1761.5,0.137143974,
Bhutan,BTN,2014,23.51193846,416161310.7,1.972995349,34922017.68,8.419174891,149019395.6,6.115536833,108245001.9,0,0,29.8,0.012833347,227150.2443,2.0574841,36417468.57,21.43971442,379482945.2,,,100,139,,5,0,,,3.351811196,,,,880,380,0.06702741,0,,180,,80,0,2.550502604,95.42943736,68.50071447,,,,,,144,3.418838606,
Cayman Islands,CYM,2018,,,,22599700.29,,294774079.6,,,,0,,,0,,,,,,,,,3,125,0,,31,0,1,0.077673415,,,,0,0,,,,,0,,,,22,,,0.103453166,10.76276984,125,0,
East Asia & Pacific (excluding high income),EAP,2011,23.78093712,,3.4523805,,16.43535583,,2.149022437,,3.214930511,,46.29280862,1.525510271,,0.032716817,,29.85745279,,,,518400,65794468.15,,32283242.41,3.127810576,,,0.339844427,,,50.91272877,1779790,765250,2.071840493,0.277310102,43.63373653,684170,,57100,1.816749664,4.316426808,88.2838335,75.363837,,,,,,98077708.31,7.633555262,
Early-demographic dividend,EAR,2013,13.22777316,,2.124403179,,12.11628537,,4.120728056,,3.5316218,,27.43643273,0.408923825,,0.148153451,,15.32014736,,,,704280,25921159.59,,31348291.88,0.450698364,,,0.336215938,,,,2563480,679480,0.721521538,0.790060423,,838380,,58650,7.442572632,20.63125508,87.19527275,60.852752,,,,,,57269450.6,9.741068894,
"Egypt, Arab Rep.",EGY,2011,4.063295121,9343140801,2.817838176,6479337101,6.064292012,13944233052,4.4111256,10142942205,8.290641784,19063501718,17.31251766,0.25225603,580037516,0.235333158,541125062.4,11.24823867,25864199994,,,14990,986820,,375355,0,,,0.234671866,,,90.66577756,55070,14840,0.468679488,2.202660562,30.40380157,23650,,500,9.580887715,0.621543054,98.78330921,94.61243093,,,,,,1362175,12.48689963,
Fragile and conflict affected situations,FCS,2015,4.377221828,,1.479842509,,10.59432106,,2.272024106,,2.756554003,,18.35116867,0.202397189,,1.212856187,,7.756847609,,,,277290,1437900.11,,5278238.453,0.027686176,,,2.430111935,,,,907520,346320,0.269322985,0.881938787,,395030,,47990,7.09749705,20.50136974,62.38286858,40.07193543,,,,,,6716138.563,10.70655693,
"Hong Kong SAR, China",HKG,2019,,,0.455087195,1750360920,19.91512945,76597770031,2.829587531,10883187858,0,0,23.75734767,0,0,,,3.842189101,14777866143,,,,,,,0,,,0.000558548,,,,,,0,0,,,,,0,0,100,96.51735501,,,,,,,0.000558548,
IBRD only,IBD,2013,16.4281642,,2.535788802,,14.25775756,,3.317612801,,2.75182286,,33.09807706,0.405463549,,0.03669289,,18.8403195,,,,1268550,84327449.75,,58304513.92,0.611825917,,,0.253894961,,,,5036420,2163010,0.798200422,0.653971961,,1597140,,119970,3.911352369,11.95148498,90.78781499,73.71598286,,,,,,142631963.7,6.22924563,
IDA blend,IDB,2019,5.812712546,,2.026251639,,10.85633504,,2.405473085,,2.954745316,,19.66933474,0.042964935,,0.381798341,,8.812999692,,,,,,,,0.022691296,,,0.718015075,,,,,,0.073762017,1.19742349,,,,,4.333143497,12.31030512,79.97082984,53.55266491,,,,,,,6.345035376,
St. Kitts and Nevis,KNA,2011,,,0.873591062,6884889.902,11.13255481,87737177.68,3.31,26086559.92,0,0,,0,0,,,,,,,10,1,,31071,0,,,0,,,15.24062651,80,0,0,0,88.30820322,20,,10,0,1.550472968,98.5869372,93.64548203,,,,,,31072,0,
Latin America & Caribbean (excluding high income),LAC,2019,7.933432299,,1.369569644,,11.81495323,,5.118465056,,1.654168512,,17.86476926,0.18231046,,0.028800175,,6.049816034,,,,,,,,0.044875501,,,0.360704578,,,,,,0.428321798,0.098438533,,,,,1.879741846,1.858675668,96.99090644,86.90823375,,,,,,,2.812082256,
Monaco,MCO,2019,,,,,,,1.03,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,100,100,,,,,,,,
Namibia,NAM,2013,10.9528833,1312144488,0.709176043,84958582.11,11.1708104,1338251937,4.25235842,509428294.7,0,0,18.91117723,0.330665913,39613446.41,0,0,7.740366836,927288221.7,,,3450,671.5599976,,542442,0,,,0.609878638,,,,5090,320,0.565832732,0,,3600,,80,0,49.89706495,81.74201201,33.21906002,,,,,,543113.5625,1.17571137,
