Country Name,Country Code,Year,average_value_DEC alternative conversion factor (LCU per US$),average_value_Discrepancy in expenditure estimate of GDP (current LCU),average_value_GDP (constant 2010 US$),average_value_GDP (constant LCU),average_value_GDP (current LCU),average_value_GDP (current US$),average_value_GDP deflator (base year varies by country),average_value_GDP growth (annual %),average_value_GDP per capita (constant 2010 US$),average_value_GDP per capita (constant LCU),average_value_GDP per capita (current LCU),average_value_GDP per capita (current US$),average_value_GDP per capita growth (annual %),"average_value_GDP per capita, PPP (constant 2017 international $)","average_value_GDP per capita, PPP (current international $)","average_value_GDP, PPP (constant 2017 international $)","average_value_GDP, PPP (current international $)",average_value_GDP: linked series (current LCU),average_value_GNI (constant 2010 US$),average_value_GNI (current LCU),average_value_GNI (current US$),average_value_GNI per capita (constant 2010 US$),average_value_GNI per capita (current LCU),"average_value_GNI per capita, Atlas method (current US$)","average_value_GNI per capita, PPP (constant 2017 international $)","average_value_GNI per capita, PPP (current international $)","average_value_GNI, Atlas method (current US$)","average_value_GNI, PPP (constant 2017 international $)","average_value_GNI, PPP (current international $)",average_value_GNI: linked series (current LCU),average_value_Gross domestic savings (% of GDP),average_value_Gross domestic savings (current LCU),average_value_Gross domestic savings (current US$),average_value_Gross savings (% of GDP),average_value_Gross savings (% of GNI),average_value_Gross savings (current LCU),average_value_Gross savings (current US$),average_value_Gross value added at basic prices (GVA) (constant LCU),average_value_Gross value added at basic prices (GVA) (current LCU),average_value_Gross value added at basic prices (GVA) (current US$),average_value_Net primary income (Net income from abroad) (current LCU),average_value_Net primary income (Net income from abroad) (current US$),average_value_Net secondary income (Net current transfers from abroad) (current LCU),average_value_Net secondary income (Net current transfers from abroad) (current US$),"average_value_PPP conversion factor, GDP (LCU per international $)","average_value_PPP conversion factor, private consumption (LCU per international $)",average_value_Price level ratio of PPP conversion factor (GDP) to market exchange rate,average_value_Taxes less subsidies on products (constant LCU),average_value_Taxes less subsidies on products (current LCU),average_value_Taxes less subsidies on products (current US$)
"Yemen, Rep.",YEM,2013,214.89,,28954889800,3.6534E+11,8.68483E+12,40415235702,2377.19111,4.823414981,1151.420084,14528.10963,345360.9305,1607.152173,2.014174978,,3688.519409,,92755610680,8.68483E+12,,8.29468E+12,38599635702,,329846.0561,1440,,3520,36138844140,,88588689869,8.29468E+12,,,,,,,,3.01352E+11,6.85948E+12,31920871143,-3.90154E+11,-1815600000,8.00105E+11,3723321290,93.63131714,90.36016846,0.435717424,63988599500,1.82535E+12,8494363142
Albania,ALB,2011,100.8958,26641080000,12230507222,1.2712E+12,1.30062E+12,12890765324,102.3147855,2.545321845,4209.874801,437560.4942,447689.0811,4437.142885,2.821557928,11052.79046,10207.7335,32110511591,29655456332,1.30062E+12,12233443747,1.30094E+12,12893881300,4210.885585,447797.2972,4410,11056.51338,10210,12803715190,32121327401,29662624696,1.30094E+12,10.72639529,1.3951E+11,1382714444,20.54371604,20.53875138,2.67197E+11,2648242224,1.11167E+12,1.13112E+12,11210781816,314388900,3115976.086,1.27372E+11,1262412220,43.85783397,55.58776933,0.434684436,1.59527E+11,1.69503E+11,1679983508
Bangladesh,BGD,2018,82.1226,54653000000,1.94146E+11,1.02244E+13,2.25048E+13,2.74039E+11,220.1092507,7.86374303,1203.062281,63357.18339,139455.0216,1698.132081,6.733288194,4440.85547,4547.479572,7.16651E+11,7.33857E+11,2.25048E+13,2.03E+11,2.35311E+13,2.86536E+11,1257.927193,145814.5699,1750,4642.819664,4750,2.82036E+11,7.49243E+11,7.67323E+11,2.35311E+13,22.8347979,5.13892E+12,62576245759,33.26894557,31.81795568,7.48711E+12,91169876906,9.81529E+12,2.12842E+13,2.59176E+11,1.02628E+12,12496961859,4950000000,60275734.09,30.66644268,30.40750234,0.373422696,4.09087E+11,1.22061E+12,14863204526
Brunei Darussalam,BRN,2013,1.2512,-37000000,14045471214,19151000000,22639000000,18093829923,118.2131481,-2.126028517,34730.42776,47354.93826,55979.76331,44740.85942,-3.437019985,66715.69265,83788.51089,26980760126,33885246844,22639000000,13865286587,22388000000,17893222506,34284.88279,55359.1122,45320,66079.80508,82860,18329057758,26723598292,33509559006,22388000000,64.574407,14619000000,11683983376,60.27899601,60.95480573,13646561907,10906779018,19512811800,23080977300,18447072650,-251000000,-200607416.9,-721736000,-576835038.4,0.668107867,0.782877564,0.533973679,-361903200,-442194400,-353416240.4
Ghana,GHA,2020,5.5957,,57430579781,1.65993E+11,4.04874E+11,72354428865,243.9105342,0.414443468,1848.250296,5342.033029,13029.7813,2328.534642,-1.702517011,5304.983525,5596.307071,1.64841E+11,1.73894E+11,4.04874E+11,,3.96045E+11,70776627999,,12745.64665,2230,,5470,69208417817,,1.70102E+11,3.96045E+11,,,,,,,,1.58187E+11,3.8688E+11,69138887026,-8828900303,-1577800865,,,2.32828205,1.962234101,0.416084145,7805349475,17993207467,3215541839
"Iran, Islamic Rep.",IRN,2018,64985.2421,5.21499E+14,5.26799E+11,6743382029889500,1.91288401541458e+16,2.94357E+11,283.6683443,-6.025971803,6440.070971,82437227.54,233848318.4,3598.483454,-7.319910527,13471.86064,13795.31747,1.102E+12,1.12846E+12,1.91288401541458e+16,5.29146E+11,1.92339711541458e+16,2.95974E+11,6468.755551,235133535.3,4530,13536.54586,13870,3.70154E+11,1.10729E+12,1.13466E+12,1.92339711541458e+16,39.232102,7504646080774700,1.15482E+11,,,,,6564709029889500,1.86186051541458e+16,2.86505E+11,1.05131E+14,1617767305,,,16951.28213,16064.56547,0.26084818,1.78673E+14,5.10235E+14,7851551883
Lesotho,LSO,2015,12.7589,859200,2654290361,21724696000,30107939300,2359759799,138.5885414,3.127557724,1289.109364,10551.03445,14622.52475,1146.064688,2.348069814,2701.421855,3077.397834,5562257316,6336395992,30107939300,3004650753,33672142400,2639110143,1459.268918,16353.55149,1310,3046.013954,3440,2703487555,6271776238,7086503863,33672142400,-13.49929186,-4064358600,-318550862.5,27.20106791,24.32182936,8189681016,641879865.5,21324430400,26811593100,2101403185,3565062900,279417731.9,8689778700,681075852.9,4.751587391,4.660729408,0.372413562,2453711900,3296346200,258356613.8
Lithuania,LTU,2015,0.901658962,0,44720539380,37345698000,37345698000,41418872976,100,2.024583955,15394.81064,12856.06026,12856.06026,14258.22933,2.988912971,30748.19631,28834.42768,89320742946,83761417312,37345698000,43105071716,35998400000,39924629523,14838.69439,12392.26,15180,29651.69417,27790,44106768545,86135502903,80739607678,35998400000,20.27272592,7570991000,8396734599,18.82773214,19.53239029,7031347985,7798234459,33627468000,33627468000,37295107608,-1347299000,-1494244562,809717000,898030224.8,0.445858,0.499191,0.494486296,3718230000,3718230000,4123765368
Middle income,MIC,2011,,,2.11924E+13,,,2.37549E+13,,6.034658114,4008.480088,,,4493.175313,4.802722445,8767.82262,8713.641962,4.63545E+13,4.6068E+13,,2.08677E+13,,2.33251E+13,3947.068902,,3957.390093,8587.895502,8571.249599,2.09223E+13,4.54032E+13,4.53152E+13,,34.06035216,,8.14973E+12,33.58101081,34.29220732,,,,,,,,,,,,,,,
Mauritius,MUS,2013,30.70135833,8369000000,11137678209,2.98146E+11,3.72397E+11,12129658758,124.9040646,3.360406103,8848.887032,236877.378,295869.4732,9637.015729,3.132851975,18579.37416,17866.30682,23384985019,22487480675,3.72397E+11,11852869788,4.01019E+11,13061930213,9417.10685,318609.6565,10520,20120.19138,19240,13242526284,25324339239,24215842267,4.01019E+11,11.14455809,41502000000,1351796867,18.07151653,16.78169498,67297785399,2192013287,2.65521E+11,3.29009E+11,10716431385,28622000000,932271454.9,-2832000000,-92243475.66,16.56019211,18.42606735,0.539396073,32622465700,43388000000,1413227373
Portugal,PRT,2014,0.753730737,0,2.24049E+11,1.76549E+11,1.73054E+11,2.29596E+11,98.02003026,0.792190302,21540.98796,16974.16225,16638.07898,22074.30076,1.337119967,30444.60021,28742.44038,3.16656E+11,2.98952E+11,1.73054E+11,2.19396E+11,1.69513E+11,2.24899E+11,21093.61669,16297.68018,21190,29831.45603,28150,2.20418E+11,3.10279E+11,2.92836E+11,1.69513E+11,15.46624625,26764910000,35509909171,14.96782464,15.28044763,25902373007,34365552239,1.54138E+11,1.51136E+11,2.00517E+11,-3540508000,-4697311424,3036890000,4029144431,0.578868,0.667289,0.768003707,22410715000,21917859000,29079163065
Pacific island small states,PSS,2012,,,6868080461,,,8187035163,,0.739770986,3027.515981,,,3608.92391,-0.447895854,6395.173031,5442.436793,14507788965,12346456313,,,,8119763644,,,3367.353625,,5349.765623,7639020167,,12136226853,,7.829670036,,573018572.3,16.18964495,16.35959448,,,,,6592981354,,,,,,,,,,
South Asia (IDA & IBRD),TSA,2014,,,2.59442E+12,,,2.58455E+12,,6.992835859,1501.720479,,,1496.00791,5.638389816,4859.310249,4934.334508,8.3951E+12,8.52471E+12,,2.57447E+12,,2.56604E+12,1490.173369,,1480.772048,4820.713559,4897.184598,2.55823E+12,8.32842E+12,8.46053E+12,,28.29895962,,7.29629E+11,31.93346138,32.1822917,,,,,2.39896E+12,,,,,,,,,,
Afghanistan,AFG,2015,61.4231,,19759744157,1.19589E+12,1.22276E+12,19907111419,102.2469027,1.45131466,574.1841143,34750.38919,35531.19664,578.4663529,-1.622857186,2068.265904,2087.305323,71176481723,71831696728,1.22276E+12,,1.23381E+12,20087077459,,35852.40893,600,,2110,20583397306,,72481076026,1.23381E+12,,,,,,,,1.14181E+12,1.17377E+12,19109564594,11054072100,179966040.5,4.98617E+11,8117750302,17.02252002,17.19443617,0.277135475,53471096000,48987798400,797546825.2
Albania,ALB,2018,107.9892,-9981370000,14546448944,1.51191E+12,1.63571E+12,15147020535,108.1886315,4.071301295,5074.857222,527463.9126,570655.9886,5284.380184,4.328395578,13323.75336,13546.48169,38190886849,38829309990,1.63571E+12,14530516616,1.63386E+12,15129831617,5069.29887,570008.4052,4860,13310.44733,13530,13936110159,38152746780,38785246286,1.63386E+12,9.818071383,1.60596E+11,1487145289,16.81177005,16.83086981,2.74993E+11,2546482262,1.32342E+12,1.43068E+12,13248334093,-1856217500,-17188917.97,1.15604E+11,1070513279,42.12577124,52.44610838,0.390092447,1.88404E+11,2.05037E+11,1898682276
Armenia,ARM,2010,373.6605,-4.14159E+11,9260284938,3.80125E+12,3.4602E+12,9260284938,91.0280582,2.2,3218.378299,1321110.071,1202580.844,3218.378299,2.582897383,9286.197327,7506.321909,26719305576,21598045116,3.4602E+12,9718566138,3.63144E+12,9718566138,3377.652261,1262095.233,3470,9745.371343,7880,9988481797,28040493402,22666908342,3.63144E+12,1.699406223,58802900000,157369858.5,13.20076363,12.57827861,4.56773E+11,1222428326,3.40244E+12,,,1.71242E+11,458281199.9,2.26729E+11,606777213.5,160.209069,158.7159101,0.428755699,4.01691E+11,,
Grenada,GRD,2020,2.7,,917334721.4,2234020000,2940850000,1089203704,131.6393765,-11.23075823,8152.70951,19854.60233,26136.47473,9680.175825,-11.63863332,15065.87195,15893.21538,1695196846,1788288701,2940850000,,2658991544,984811682.9,,23631.48929,8740,,14370,983582092.2,,1616894617,2658991544,,,,,,,,1898350000,2498980000,925548148.1,-281858456.2,-104392020.8,-7757843.516,-2873275.376,1.644505162,,0.609075986,335670000,441880000,163659259.3
Greenland,GRL,2013,5.6163,0,2492665493,14019000000,15079500000,2684952727,107.5647336,-1.298280693,44131.25176,248198.573,266974.1338,47535.58995,-0.726861643,,,,,15079500000,,,,,,,,,,,,,9.585198448,1445400000,257358047.1,,,,,13615700000,14637000000,2606164201,,,,,,,,403000000,442500000,78788526.25
Guam,GUM,2011,1,,4952843137,5155000000,4984000000,4984000000,96.6828322,0.077654824,31015.36187,32281.29501,31210.47029,31210.47029,-0.079646769,,,,,4984000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.084815247,,,,
Guyana,GUY,2014,206.4492,,4016672191,8.75176E+11,8.52153E+11,4127664336,97.3693779,1.686400111,5261.756329,1146461.631,1116302.558,5407.153711,1.141583271,11244.44524,10951.80609,8583683405,8360291166,8.52153E+11,,8.57656E+11,4154319553,,1123511.305,5570,,11020,4253431417,,8414279417,8.57656E+11,,,,,,,,8.15066E+11,7.8219E+11,3788777094,5502948325,26655217.48,1.06081E+11,513836040.7,101.928627,120.2284927,0.493722557,60109164416,69963000000,338887242
Panama,PAN,2010,1,0,29440300000,25066000000,29440300000,29440300000,117.451129,5.827839392,8082.019584,6881.176581,8082.019584,8082.019584,3.983728011,21343.30499,15153.51098,77747065015,55199558082,29440300000,27129000000,27129000000,27129000000,7447.516136,7447.516136,7260,19706.77244,13960,26428572343,71785682596,50865949437,27129000000,30.02313156,8838900000,8838900000,22.64005462,24.5689115,6665300000,6665300000,23969400000,28184800000,28184800000,-2311300000,-2311300000,137700000,137700000,0.533343038,0.539031037,0.533343038,1091200000,1255500000,1255500000
Puerto Rico,PRI,2013,1,2363000000,97756424655,10559800000,1.0245E+11,1.0245E+11,970.1888293,-0.306826657,27206.88275,2938.929502,28513.16574,28513.16574,0.842159018,33922.15842,33172.67126,1.21885E+11,1.19192E+11,1.0245E+11,67118882109,68944900000,68944900000,18680.05671,19188.2612,19170,23645.72388,22320,68861354215,84960906605,80211595024,68944900000,28.68033187,29383000000,29383000000,,,,,,1.02045E+11,1.02045E+11,-33505100000,-33505100000,,,0.859537826,0.972458806,0.859537826,,,
Portugal,PRT,2018,0.847186371,0,2.4769E+11,1.95178E+11,2.05184E+11,2.42195E+11,105.126528,2.849326461,24085.41595,18979.15542,19952.12714,23551.04829,3.014124257,34040.72556,34931.7846,3.50069E+11,3.59232E+11,2.05184E+11,2.41499E+11,2.00173E+11,2.3628E+11,23483.43666,19464.86151,22030,33211.23723,34080,2.2657E+11,3.41538E+11,3.50459E+11,2.00173E+11,18.75314876,38478484000,45419148976,18.3333104,18.79224981,37617042337,44402322346,1.68758E+11,1.77466E+11,2.09477E+11,-5010953000,-5914817767,4578733000,5404634867,0.571174,0.649233,0.67420112,26422343000,27718207000,32717956692
Suriname,SUR,2011,3.268,,4623921716,17111518673,14452000000,4422276622,84.4577286,5.849367784,8639.985866,31973.56888,27004.15003,8263.203803,4.652577705,19716.93177,14475.07261,10552048395,7746725932,14452000000,,13595403000,4160160037,,25403.56368,7920,,13620,4240262227,,7287563034,13595403000,,,,,,,,15923987620,13128000000,4017135863,-856597000,-262116585.1,285332600,87311077.11,1.86556232,1.900207043,0.570857503,,1324000000,405140758.9
Tonga,TON,2017,2.2105,,450411896.9,1017668100,1017668100,460379145,100,3.322432544,4415.716328,9976.942609,9976.942609,4513.432531,2.452312649,6467.124278,6467.124278,659659610.6,659659610.6,1017668100,,1058037400,478641664.8,,10372.7123,4590,6723.664971,6720,468564210.5,685827274.4,685827274.4,1058037400,,,,,,,,853187700,853187700,385970459.2,40801300,18457950.69,338488100,153127392,1.542717007,1.713563194,0.697904097,164480300,164480300,74408640.58
United States,USA,2018,1,-66000,1.79609E+13,1.9552E+13,2.06119E+13,2.06119E+13,105.4208289,2.996464352,54953.61515,59821.59227,63064.41841,63064.41841,2.455679199,61585.75604,63064.41841,2.01286E+13,2.06119E+13,2.06119E+13,1.81403E+13,2.09546E+13,2.09546E+13,55502.35518,64112.9925,63510,62850.3919,64110,2.07586E+13,2.05419E+13,2.09546E+13,2.09546E+13,18.08322861,3.72729E+12,3.72729E+12,19.1592162,18.8458654,3.94907E+12,3.94907E+12,1.87717E+13,1.9838E+13,1.9838E+13,2.8471E+11,2.8471E+11,-1.43049E+11,-1.43049E+11,1,1,1,7.09734E+11,7.55656E+11,7.55656E+11
Vietnam,VNM,2016,21935.0008,-1.88752E+14,1.64105E+11,3054470000000000,4502733000000000,2.05276E+11,147.4145433,6.210811668,1752.499924,32619135.1,48085349.03,2192.174482,5.11813729,6767.778832,6572.976234,6.33738E+11,6.15496E+11,4502732999999990,1.56897E+11,4314321000000000,1.96687E+11,1675.528099,46073269.52,2080,6504.095653,6300,1.94603E+11,6.09046E+11,5.89742E+11,4314320999999990,24.94771509,1123329000000000,51211714567,24.65320465,25.72984211,1110067981388000,50607154817,2703764000000000,4050630000000000,1.84665E+11,-1.88412E+14,-8589559751,1.71858E+14,7834875484,7315.612793,7716.403809,0.333513222,3.50706E+14,4.52103E+14,20611031845
Aruba,ABW,2013,1.79,4.76837E-07,2541400876,3301000000,4882851000,2727849721,147.9203575,4.198232323,24634.33215,31997.2859,47330.49968,26441.61994,3.592223121,35980.16459,36829.03277,3711893680,3799467166,4882851000,,4588251000,2563268715,,44474.88005,24510,,34610,2528399467,,3570231618,4588251000,15.03119796,733951000,410028491.6,6.821434035,7.259421074,333080460,186078469.3,,,,-294600000,-164581005.6,-106000000,-59217877.09,1.285140991,1.513200521,0.717955861,,,
Austria,AUT,2012,0.778293601,-295670000,4.06092E+11,3.38486E+11,3.18653E+11,4.09425E+11,94.14055457,0.680445577,48172.23812,40152.64904,37799.92648,48567.69529,0.222450577,53221.07866,46457.34578,4.48653E+11,3.91635E+11,3.18653E+11,4.06486E+11,3.18975E+11,4.09839E+11,48219.06358,37838.09496,50060,53272.51692,46500,4.22005E+11,4.49087E+11,3.9203E+11,3.18975E+11,26.67949441,85015020000,1.09233E+11,25.77517514,25.74917491,82133379156,1.0553E+11,3.01971E+11,2.83548E+11,3.6432E+11,321800000,413468644,-3134100000,-4026886504,0.813648,0.855789,1.045425529,36512150000,35104820000,45104854950
Bangladesh,BGD,2011,71.1943,71234100300,1.22731E+11,6.46342E+12,9.15829E+12,1.28638E+11,141.6940871,6.464379123,822.1918492,43299.30427,61352.5539,861.7621622,5.253547153,3034.951082,2620.83379,4.53037E+11,3.9122E+11,9.15829E+12,1.3241E+11,9.88342E+12,1.38823E+11,887.0329017,66210.3269,890,3273.90474,2830,1.33342E+11,4.88706E+11,4.22196E+11,9.88342E+12,20.62208367,1.88863E+12,26527823348,38.05723592,35.26502175,3.48539E+12,48956043815,6.17921E+12,8.69131E+12,1.22079E+11,7.25135E+11,10185295733,31015000000,435638808.2,23.40955544,24.73211861,0.328812214,2.84217E+11,4.66974E+11,6559154126
"Bahamas, The",BHS,2017,1,-77700000,10797162391,11054200000,12490700000,12490700000,112.9950607,3.115613515,28283.40714,28956.72287,32719.66659,32719.66659,2.082158712,36298.448,36298.448,13856896226,13856896226,12490700000,10460000922,12130014600,12130014600,27400.20517,31774.84316,30900,35250.28255,35250,11796198733,13456760112,13456760112,12130014600,22.97389258,2869600000,2869600000,19.64448505,20.22861286,2453733694,2453733694,10544800000,11108900000,11108900000,-360685400,-360685400,-55180900,-55180900,0.901406765,1.102852941,0.901406765,797800000,1381800000,1381800000
Dominica,DMA,2019,2.7,,496232291.6,1200180000,1551440000,574607407.4,129.2672766,3.459333649,6910.543276,16713.73663,21605.39216,8001.997095,3.197112188,11905.87052,12409.36904,854936750,891091972.1,1551440000,,1524742318,564719377,,21233.59957,7870,,12200,564906078.6,,875757772.8,1524742318,,,,,,,,953270000,1232260000,456392592.6,-26697682.17,-9888030.435,49154028.34,18205195.68,1.74105485,1.844041126,0.64483513,246910000,319170000,118211111.1
"Micronesia, Fed. Sts.",FSM,2017,1,,306703111.9,250550900,366666800,366666800,146.3442358,2.682185944,2751.66302,2247.879527,3289.642117,3289.642117,1.534322533,3490.130487,3490.130487,389013434.2,389013434.2,366666800,,416554700,416554700,,3737.223782,3450,3964.990171,3960,384876485.6,441941769.4,441941769.4,416554700,,,,,,,,231491700,338306100,338306100,49887900,49887900,138508800,138508800,0.942555623,0.977218369,0.942555623,19059200,28360800,28360800
Ireland,IRL,2020,0.875506397,54300000,4.06056E+11,3.4661E+11,3.66506E+11,4.18622E+11,105.7403334,3.417815527,81297.06695,69395.13314,73378.64515,83812.80297,2.167539961,89688.95696,93612.16591,4.47972E+11,4.67567E+11,3.66506E+11,,,,,,,,,,,,,61.24961692,2.24484E+11,2.56404E+11,,,,,,,,,,,,0.783858,0.99642,0.895319558,20271579000,20558580000,23481930082
Latvia,LVA,2017,0.887397421,2000,30119702129,25961040000,26962265000,30383528686,103.8566444,3.25072029,15507.64997,13366.49079,13881.98881,15643.48563,4.169810799,28650.00776,28650.00776,55645420267,55645420267,26962265000,30043116571,26894703000,30307393689,15468.21857,13847.20334,14830,28578.21661,28580,28811805282,55505984063,55505984063,26894703000,21.49680303,5796025000,6531487316,23.42573664,23.48458428,6316109192,7117565413,22707477000,23552234000,26540796085,-67561000,-76133870.12,580122000,653734151.4,0.484537,0.562041,0.546020293,3253583000,3410031000,3842732601
Middle income,MIC,2018,,,2.91775E+13,,,3.09176E+13,,4.524968808,5095.166212,,,5399.040431,3.39820801,11274.61086,11564.61979,6.45641E+13,6.62248E+13,,2.8826E+13,,3.04757E+13,5033.794819,,5254.390429,11081.11312,11387.00086,3.00893E+13,6.3456E+13,6.52077E+13,,30.89863312,,1.04292E+13,30.36266828,34.07896628,,,,,,,,,,,,,,,
Malaysia,MYS,2011,3.06,-1000000,2.68517E+11,9.56731E+11,9.11733E+11,2.97952E+11,95.29669829,5.293912834,9372.005248,33392.62894,31822.07285,10399.37021,3.666105224,21289.25754,21704.74427,6.09958E+11,6.21862E+11,9.11733E+11,2.62084E+11,8.90133E+11,2.90893E+11,9147.47538,31068.17146,9050,20773.27822,21190,2.59323E+11,5.95174E+11,6.07129E+11,8.90133E+11,38.76134789,3.534E+11,1.1549E+11,34.08180525,34.90883559,3.10735E+11,1.01547E+11,,,,-21600126000,-7058864706,-21061316000,-6882783007,1.466134429,1.586354613,0.479128898,,8711000000,2846732026
Nauru,NRU,2012,0.9698,,58266537.48,49000000,94000000,96927201.48,191.8367347,11.36363636,5748.474495,4834.254144,9273.875296,9562.667866,10.6275113,8090.933471,7511.78952,82009701.66,76139498.57,94000000,,113987900,117537533.5,,11245.84649,8870,,9110,89924384.9,,92329590.95,113987900,,,,,,,,,,,19987900,20610332.03,,,1.234576032,,1.273021274,,,
Russian Federation,RUS,2017,58.3428,0,1.69611E+12,8.71793E+13,9.18432E+13,1.5742E+12,105.3498151,1.825790064,11550.5252,593692.7594,625454.2242,10720.33266,1.709389916,25926.44385,25926.44385,3.8071E+12,3.8071E+12,9.18432E+13,1.65334E+12,8.93897E+13,1.53215E+12,11259.30867,608745.7854,9210,25233.84257,25230,1.35232E+12,3.7054E+12,3.7054E+12,8.93897E+13,28.91199348,2.65537E+13,4.55132E+11,25.66868515,26.37322169,2.35749E+13,4.04076E+11,7.84992E+13,8.28974E+13,1.42087E+12,-2.45351E+12,-42053299999,-5.25249E+11,-9002799999,24.124181,25.850855,0.413490285,8.68009E+12,8.94576E+12,1.53331E+11
Eswatini,SWZ,2016,14.7096,-1035364400,5180180259,39950695300,56132105500,3816018485,140.5034508,1.100718394,4650.097092,35862.57673,50388.15784,3425.528759,0.19715989,8321.031914,8705.835043,9269579626,9698248002,56132105500,4887843867,53114372600,3610864510,4387.675218,47679.22682,3450,7872.758036,8240,3846574719,8770205216,9176857939,53114372600,12.46189028,6995121400,475548036.7,19.14617627,20.23398063,10747151862,730621625.5,38197917900,52891625600,3595721542,-3017732900,-205153974.3,6780658900,460968272.4,5.787860394,5.750457287,0.393475036,1752775300,3240481000,220297016.9
Turks and Caicos Islands,TCA,2010,1,,686787800,,686787800,686787800,,,21029.69563,,21029.69563,21029.69563,,,,,,,,,,,,,,,,,,,,,,,,,,,590228800,590228800,,,,,,,,,96559000,96559000
Sub-Saharan Africa (IDA & IBRD countries),TSS,2011,,,1.44682E+12,,,1.5548E+12,,4.538892331,1620.096973,,,1741.010781,1.727051985,3551.438543,3314.849454,3.1716E+12,2.96031E+12,,1.38416E+12,,1.47926E+12,1549.927755,,1530.199011,3393.492914,3161.725753,1.36654E+12,3.03054E+12,2.82357E+12,,22.67551189,,3.65869E+11,21.37050561,22.60094475,,,,,1.47786E+12,,,,,,,,,,
Uzbekistan,UZB,2010,1586.1659,-3.71654E+12,46679875794,7.4042E+13,7.4042E+13,46679875794,100,7.597167961,1634.312095,2592290.116,2592290.116,1634.312095,4.602330394,4651.522962,5124.122722,1.32859E+11,1.46357E+11,7.4042E+13,47534612269,7.53978E+13,47534612269,1664.237328,2639756.5,1390,,5220,39630267526,,1.49037E+11,7.53978E+13,29.6341113,2.19417E+13,13833166349,35.75373301,35.11083264,2.64728E+13,16689798162,6.45784E+13,6.45784E+13,40713518050,1.35578E+12,854753624.1,3.17534E+12,2001895337,505.8993034,,0.318944761,9.46363E+12,9.46363E+12,5966357744
Aruba,ABW,2015,1.79,1.00136E-05,2694319531,3499624500,5303600000,2962905028,151.5476875,5.700000876,25822.74634,33540.90513,50830.46608,28396.90842,5.129657088,37715.92662,37311.75032,3935242067,3893070717,5303600000,,5080300000,2838156425,,48690.32672,26560,,35740,2770959446,,3729158904,5080300000,21.41110388,1135559306,634390673.5,14.86785151,15.5213545,788531372.6,440520319.9,,,,-223300000,-124748603.4,-123400000,-68938547.49,1.36231792,1.527644157,0.761071464,,,
Brunei Darussalam,BRN,2014,1.267,347449000,13693161276,18670625400,21663600000,17098342541,116.0303929,-2.508352566,33416.0479,45562.78131,52866.67415,41725.86752,-3.784519654,64190.82415,81371.23087,26303987537,33344140243,21663600000,13678893278,21644000000,17082872928,33381.22905,52818.84337,43090,64338.12601,81300,17656354717,26364348602,33313972351,21644000000,62.97937554,13643600000,10768429361,59.71220969,59.76628284,12935814258,10209798152,19023452500,21999052500,17363103788,-19600000,-15469613.26,-688038000,-543044988.2,0.649697363,0.769868553,0.512784028,-352827100,-335459400,-264766693
Fiji,FJI,2012,1.7899,-73900,3270985530,8288230000,7109505300,3972012571,85.77833023,1.411314382,3781.202026,9581.048823,8218.463699,4591.577015,1.222105639,10919.49717,8839.515862,9446074820,7646755789,7109505300,,6847005300,3825356333,,7915.018293,4140,,8510,3578014807,,7364419212,6847005300,14.20843163,1010149200,564360690.5,15.8298654,16.43674965,1125425119,628764243.5,6827733400,6000039700,3352164758,-262500000,-146656237.8,378120000,211252025.3,0.929741383,0.967795968,0.519437612,1852879500,1109465600,619847812.7
"Gambia, The",GMB,2019,50.0625,-2128116100,1913886427,61672886900,91417816600,1826073740,148.2301562,6.056765744,815.2190176,26269.53698,38939.37571,777.8152452,3.002766593,2222.87959,2316.88503,5218645522,5439341718,91417816600,1876361255,89909641600,1795947897,799.2351883,38296.96928,750,2185.055834,2280,1770494867,5129846841,5349605609,89909641600,5.932151633,5423043500,108325463.2,,,,,57500404700,84209585900,1682089107,-1508175000,-30125842.7,13613793000,271935940.1,16.80677945,16.53462329,0.335715944,4172482100,7208230700,143984633.2
IDA & IBRD total,IBT,2017,,,2.97936E+13,,,3.09701E+13,,4.900491905,4704.11629,,,4889.873864,3.594225534,10367.17032,10298.60169,6.56607E+13,6.52264E+13,,2.9524E+13,,3.05814E+13,4661.550423,,4651.371392,10206.46704,10155.85935,2.94596E+13,6.46429E+13,6.43223E+13,,30.08834406,,9.92192E+12,29.68993398,32.85854253,,,,,2.38278E+13,,,,,,,,,,
Iceland,ISL,2015,131.9187084,0,15715599487,2.31085E+12,2.31085E+12,17517210519,100,4.436663719,47505.70406,6985317.434,6985317.434,52951.68151,3.354145333,52142.93281,49201.0641,17249664317,16276450019,2.31085E+12,,2.18244E+12,16543802058,,6597152.487,49940,,46470,16521359936,,15371988995,2.18244E+12,26.88886367,6.21361E+11,4710178855,19.64689021,20.80287897,4.5401E+11,3441587119,2.05653E+12,2.05653E+12,15589407450,,,,,141.974926,154.996427,1.076230413,2.33086E+11,2.33086E+11,1766892572
